"wvsccode","wave","year","aims.defense","age","collegeed","female","unemployed","satisfinancial","ideology","postma4","cai","trustmostpeople","respectauthority","godimportant","nationalpride"
32,3,1995,0,21,0,1,0,5,2,0,1,1,-1,8,0
32,3,1995,0,31,0,0,0,7,7,1,1,1,1,10,1
32,3,1995,0,57,1,0,0,3,5,1,0,0,0,1,0
32,3,1995,0,23,0,0,0,4,5,0,2,0,-1,10,1
32,3,1995,0,36,0,0,0,5,5,1,2,0,0,5,1
32,3,1995,0,31,0,1,0,1,10,-1,-1,0,1,10,1
32,3,1995,0,19,0,1,0,5,5,0,1,0,-1,5,
32,3,1995,0,65,0,1,0,6,,0,-1,0,1,10,
32,3,1995,0,18,0,1,0,10,9,0,-2,,1,10,1
32,3,1995,0,60,0,0,0,1,8,1,2,1,-1,3,1
32,3,1995,0,41,1,0,0,9,5,1,0,0,0,9,0
32,3,1995,0,64,0,0,0,7,6,0,-2,1,1,10,0
32,3,1995,0,52,0,1,0,6,5,0,1,1,-1,10,0
32,3,1995,0,39,1,0,0,10,5,1,1,1,0,10,0
32,3,1995,0,29,0,1,0,5,5,1,1,0,-1,7,0
32,3,1995,0,20,0,0,1,6,5,1,0,0,-1,5,1
32,3,1995,0,23,0,0,1,1,5,1,1,0,-1,1,0
32,3,1995,0,51,0,1,0,5,,1,0,0,0,10,0
32,3,1995,0,40,0,0,0,4,7,1,1,1,1,5,0
32,3,1995,0,57,0,1,0,1,5,0,0,0,1,10,0
32,3,1995,0,31,0,1,0,4,8,1,1,1,0,5,0
32,3,1995,0,51,0,1,0,5,5,0,-1,0,1,10,1
32,3,1995,0,46,0,0,0,1,5,1,1,,-1,3,1
32,3,1995,0,79,0,1,0,4,5,0,-1,0,1,10,1
32,3,1995,0,28,0,1,0,9,,0,-1,0,0,10,1
32,3,1995,0,72,0,0,0,9,5,0,0,0,1,,
32,3,1995,0,36,0,0,0,5,6,0,1,0,1,6,
32,3,1995,0,21,0,0,0,7,5,0,1,0,1,8,1
32,3,1995,1,56,0,1,0,3,5,0,-1,1,1,10,0
32,3,1995,0,41,0,1,1,1,,1,2,0,-1,10,1
32,3,1995,0,55,0,0,1,1,5,-1,0,0,1,8,
32,3,1995,0,39,0,0,0,8,8,0,0,0,1,10,1
32,3,1995,0,19,0,1,0,5,5,1,-1,0,1,9,0
32,3,1995,0,48,0,1,1,1,,0,0,0,1,10,1
32,3,1995,0,52,0,0,1,1,1,0,-2,0,1,10,1
32,3,1995,0,75,0,1,0,7,8,0,-2,0,-1,8,0
32,3,1995,0,23,0,1,0,7,5,0,-1,0,1,10,0
32,3,1995,0,42,0,1,0,5,5,0,0,0,1,10,1
32,3,1995,1,64,0,1,0,,1,1,0,0,1,5,
32,3,1995,0,82,0,0,0,6,5,0,-1,0,0,10,
32,3,1995,0,32,0,0,1,4,5,1,0,0,1,8,1
32,3,1995,0,26,0,1,0,5,5,0,-1,0,0,5,1
32,3,1995,0,18,0,0,1,5,9,0,-1,0,1,10,1
32,3,1995,0,52,0,0,0,10,5,0,0,1,1,10,1
32,3,1995,0,66,0,1,0,8,6,0,-1,0,1,10,1
32,3,1995,0,46,0,1,0,8,4,1,0,0,1,10,1
32,3,1995,0,23,0,1,0,6,3,1,2,0,0,1,0
32,3,1995,0,24,0,0,0,8,8,1,2,0,-1,9,0
32,3,1995,1,36,0,1,0,7,,0,1,0,1,10,1
32,3,1995,0,20,0,0,0,8,7,1,0,0,1,8,0
32,3,1995,0,49,0,0,0,6,1,0,0,0,1,5,0
32,3,1995,0,32,0,0,0,4,5,0,0,0,1,10,1
32,3,1995,0,22,0,1,0,5,,-1,-2,0,0,10,0
32,3,1995,0,25,0,1,0,3,5,0,2,0,0,10,0
32,3,1995,0,23,0,0,0,7,10,0,0,0,0,5,0
32,3,1995,0,63,0,0,0,8,10,-1,-1,0,0,10,1
32,3,1995,0,49,0,1,0,1,5,1,0,1,1,10,1
32,3,1995,0,50,0,1,0,1,,-1,-1,1,-1,10,1
32,3,1995,0,27,0,0,0,2,5,-1,-1,0,1,10,1
32,3,1995,0,34,0,0,0,5,5,0,0,1,1,10,1
32,3,1995,0,44,0,0,0,1,6,0,0,0,0,10,1
32,3,1995,0,27,0,0,0,7,,0,1,0,1,7,0
32,3,1995,0,35,0,0,0,6,,1,1,0,1,10,1
32,3,1995,0,75,0,0,0,5,5,0,-2,0,1,7,0
32,3,1995,0,68,0,1,0,5,,1,0,0,1,5,1
32,3,1995,1,30,0,1,0,5,,-1,1,0,1,8,0
32,3,1995,1,40,0,1,0,1,7,1,-1,0,1,10,1
32,3,1995,0,66,0,1,1,1,,,0,0,1,5,1
32,3,1995,0,32,0,0,0,8,5,0,2,0,1,10,1
32,3,1995,0,18,0,1,0,7,,0,1,0,1,10,1
32,3,1995,,62,0,0,0,1,,,0,0,1,10,1
32,3,1995,0,40,0,0,0,1,5,,1,0,-1,1,0
32,3,1995,0,21,0,1,0,5,8,-1,0,0,1,10,1
32,3,1995,0,42,0,1,0,4,,,-1,0,,10,
32,3,1995,0,23,0,1,0,5,10,-1,-1,0,1,10,1
32,3,1995,0,34,0,0,0,8,10,-1,0,0,1,10,1
32,3,1995,0,21,0,1,1,5,,1,2,0,0,10,0
32,3,1995,0,34,0,0,1,4,1,1,1,0,0,2,0
32,3,1995,0,26,0,1,0,5,8,-1,-2,0,1,10,0
32,3,1995,0,26,0,1,0,6,5,-1,-2,0,1,10,0
32,3,1995,0,19,0,0,0,5,6,0,1,1,-1,2,0
32,3,1995,0,60,0,0,0,5,7,0,1,0,0,10,0
32,3,1995,0,51,0,0,0,1,,0,-1,0,-1,1,0
32,3,1995,0,29,0,1,0,1,5,0,0,0,1,7,0
32,3,1995,0,54,0,1,0,6,6,-1,-1,0,1,10,0
32,3,1995,0,49,0,1,0,7,5,,1,0,-1,10,
32,3,1995,0,27,1,0,0,4,3,1,0,1,-1,8,1
32,3,1995,0,29,0,1,0,6,5,0,1,,-1,10,1
32,3,1995,0,35,0,1,0,1,3,1,1,0,-1,7,0
32,3,1995,0,21,0,0,0,8,1,0,-2,0,0,10,0
32,3,1995,0,18,0,0,0,8,5,1,0,0,0,5,1
32,3,1995,0,22,0,0,1,3,5,-1,0,0,1,10,1
32,3,1995,0,24,0,1,0,7,,-1,0,0,1,10,1
32,3,1995,0,39,0,0,0,5,,0,-1,0,1,10,
32,3,1995,0,53,0,1,1,5,,0,-1,0,1,10,1
32,3,1995,0,55,0,0,0,4,7,0,-1,0,1,10,1
32,3,1995,0,37,0,0,0,5,5,1,1,0,1,9,1
32,3,1995,0,38,1,0,0,7,7,0,-1,0,0,8,0
32,3,1995,0,43,0,1,0,7,,0,0,0,1,10,1
32,3,1995,0,34,0,0,0,6,7,1,-1,0,1,10,1
32,3,1995,0,80,0,1,0,1,,-1,-1,0,1,6,0
32,3,1995,0,18,0,0,0,6,,0,0,0,-1,8,1
32,3,1995,0,35,0,1,0,6,,1,1,0,-1,9,0
32,3,1995,0,32,0,0,0,1,2,1,2,0,-1,4,0
32,3,1995,0,30,1,1,0,2,4,1,0,0,-1,10,1
32,3,1995,0,70,0,0,0,6,6,0,-1,0,1,10,1
32,3,1995,0,48,0,1,0,2,6,1,0,0,1,10,1
32,3,1995,0,51,0,0,0,3,,0,0,0,,10,
32,3,1995,0,71,0,1,1,7,,0,-1,,1,9,1
32,3,1995,0,44,0,0,0,6,5,1,0,1,1,7,1
32,3,1995,0,57,0,1,0,5,,0,0,0,1,10,
32,3,1995,1,60,0,0,1,1,6,-1,0,0,1,10,1
32,3,1995,0,43,0,1,0,5,,,-1,0,1,10,1
32,3,1995,0,72,0,1,0,1,,,-2,0,1,10,1
32,3,1995,0,31,0,0,0,5,5,0,1,0,-1,1,0
32,3,1995,0,19,0,1,1,9,,0,-1,0,1,5,1
32,3,1995,0,49,0,1,0,4,5,1,2,0,1,10,0
32,3,1995,0,44,1,0,0,7,,1,1,1,0,9,0
32,3,1995,0,51,0,0,0,5,5,0,0,0,1,10,1
32,3,1995,0,19,0,0,0,7,7,0,-1,0,1,8,1
32,3,1995,0,33,0,1,0,6,,1,1,0,1,7,0
32,3,1995,0,39,0,0,0,6,,0,0,0,1,6,1
32,3,1995,0,45,0,1,0,4,10,0,-1,0,1,8,1
32,3,1995,0,53,0,1,0,1,8,0,-1,0,1,10,1
32,3,1995,0,24,0,0,0,6,6,0,0,0,0,8,0
32,3,1995,0,55,0,0,1,5,4,-1,1,0,0,10,1
32,3,1995,0,20,0,0,0,7,5,0,2,0,-1,9,0
32,3,1995,0,56,0,1,1,3,2,-1,0,0,-1,10,1
32,3,1995,0,20,0,1,0,7,7,1,-1,0,1,8,1
32,3,1995,0,20,0,1,1,7,5,1,0,0,0,7,1
32,3,1995,0,31,0,1,0,6,1,1,2,1,0,1,0
32,3,1995,0,69,0,1,0,10,4,1,1,1,0,10,1
32,3,1995,0,49,0,1,1,4,5,1,0,1,1,10,0
32,3,1995,0,36,0,0,1,7,5,1,2,0,0,,0
32,3,1995,0,39,0,0,0,8,10,0,-1,1,0,10,1
32,3,1995,0,29,0,1,0,7,6,1,-1,0,-1,10,0
32,3,1995,0,37,0,1,0,1,6,1,0,0,1,10,
32,3,1995,0,51,0,1,0,6,10,-1,1,0,1,10,1
32,3,1995,0,34,0,0,0,8,3,1,2,0,-1,10,0
32,3,1995,0,44,1,0,1,10,,0,-1,0,1,10,1
32,3,1995,0,61,0,0,0,5,7,0,1,0,1,10,1
32,3,1995,0,60,0,0,0,7,6,,1,0,1,7,1
32,3,1995,0,18,0,1,1,5,,1,1,1,-1,3,1
32,3,1995,0,55,0,1,0,5,6,1,1,0,0,10,0
32,3,1995,0,68,0,1,0,8,10,0,0,0,1,10,1
32,3,1995,0,35,0,0,0,8,9,0,0,0,1,10,1
32,3,1995,0,24,0,1,0,5,9,1,0,1,0,10,1
32,3,1995,0,22,0,0,0,5,,1,-1,1,0,7,0
32,3,1995,0,39,0,0,0,4,5,-1,-1,0,1,10,0
32,3,1995,0,46,0,1,0,6,4,0,1,0,0,8,0
32,3,1995,0,37,0,1,0,6,6,1,-2,0,-1,10,1
32,3,1995,0,57,0,0,0,6,5,0,2,0,1,10,1
32,3,1995,0,21,0,0,0,6,5,0,-1,0,1,10,0
32,3,1995,0,22,0,1,0,10,8,0,0,0,1,10,0
32,3,1995,1,56,0,1,0,10,10,-1,-1,0,1,10,1
32,3,1995,0,19,0,0,0,8,5,1,0,1,1,5,1
32,3,1995,0,58,0,1,0,4,4,0,-1,1,1,7,1
32,3,1995,0,19,0,0,0,4,3,0,1,0,-1,10,0
32,3,1995,0,38,1,0,0,7,6,1,-1,1,0,10,1
32,3,1995,0,63,0,1,0,2,,0,0,0,1,10,1
32,3,1995,0,24,0,1,0,5,5,0,-2,0,1,10,1
32,3,1995,1,60,0,1,0,2,5,0,-2,0,1,10,1
32,3,1995,0,25,0,0,0,5,1,0,1,0,1,10,1
32,3,1995,0,65,0,0,0,5,5,1,-1,0,1,10,1
32,3,1995,0,37,0,1,0,5,7,0,-2,0,1,10,1
32,3,1995,0,37,0,0,0,5,8,0,0,0,1,10,1
32,3,1995,0,33,0,1,0,2,,0,-1,0,1,10,0
32,3,1995,0,44,0,0,0,8,8,-1,-1,0,1,10,0
32,3,1995,0,21,0,0,1,6,5,0,-1,0,1,10,1
32,3,1995,0,43,0,1,1,5,5,0,-2,0,1,10,1
32,3,1995,1,68,0,1,0,8,5,-1,-1,0,1,10,1
32,3,1995,0,27,0,1,0,3,4,0,0,0,1,10,1
32,3,1995,0,70,0,0,0,7,5,1,0,0,1,10,1
32,3,1995,0,19,0,0,0,1,5,0,0,0,1,10,1
32,3,1995,1,73,0,0,0,,2,0,1,0,-1,10,1
32,3,1995,0,22,0,1,1,7,9,0,1,0,1,10,1
32,3,1995,0,26,0,1,0,5,5,0,1,1,-1,10,1
32,3,1995,0,51,0,1,0,6,9,0,-2,0,1,10,1
32,3,1995,0,19,0,0,0,7,5,-1,1,0,0,10,1
32,3,1995,0,58,0,1,0,5,5,0,2,0,-1,10,0
32,3,1995,0,63,0,1,0,8,8,-1,0,0,1,10,1
32,3,1995,0,22,0,0,0,8,6,0,1,0,1,10,1
32,3,1995,0,20,0,1,0,10,8,0,0,0,1,10,0
32,3,1995,0,71,0,0,0,7,8,0,0,0,1,10,0
32,3,1995,0,46,1,1,0,6,7,-1,0,0,1,10,0
32,3,1995,0,27,0,1,0,5,8,0,-1,0,1,9,0
32,3,1995,0,70,0,1,0,10,6,0,0,0,1,10,1
32,3,1995,0,19,0,0,0,7,6,0,-1,1,1,10,1
32,3,1995,0,38,0,0,0,5,9,0,1,0,1,10,1
32,3,1995,0,32,0,1,0,1,8,0,0,1,1,10,1
32,3,1995,0,36,0,0,0,5,,0,0,0,1,8,
32,3,1995,0,19,0,0,0,3,5,0,-1,0,0,5,1
32,3,1995,0,59,0,0,1,1,,0,-1,0,1,10,1
32,3,1995,0,57,0,1,0,5,,-1,0,0,1,10,1
32,3,1995,0,28,0,1,0,1,6,1,0,0,0,10,1
32,3,1995,0,61,0,0,0,7,6,0,-1,0,1,10,0
32,3,1995,0,25,0,0,0,3,8,1,-1,0,1,10,1
32,3,1995,0,25,0,1,0,7,5,-1,-2,1,1,9,0
32,3,1995,0,31,0,0,0,4,8,0,2,0,0,9,0
32,3,1995,0,51,0,1,0,4,5,1,-1,0,0,7,1
32,3,1995,0,66,0,0,0,8,5,0,2,0,1,5,1
32,3,1995,0,25,0,0,1,4,5,0,0,0,1,8,1
32,3,1995,0,49,0,0,1,2,6,0,-1,0,0,8,0
32,3,1995,0,23,0,0,0,8,5,1,2,0,1,10,0
32,3,1995,0,56,1,1,0,10,7,0,0,0,0,9,1
32,3,1995,0,23,0,0,0,7,5,0,1,0,0,10,1
32,3,1995,0,33,1,1,0,6,7,0,0,0,0,10,1
32,3,1995,0,47,1,0,0,8,7,0,1,0,1,6,0
32,3,1995,0,83,0,0,0,6,6,-1,0,0,0,10,1
32,3,1995,0,48,0,0,0,5,5,1,1,1,1,8,0
32,3,1995,0,59,0,1,0,1,,1,-1,0,1,6,0
32,3,1995,0,46,0,1,0,1,5,0,-1,0,1,10,1
32,3,1995,0,26,0,0,1,5,5,0,-1,1,1,10,1
32,3,1995,0,34,0,1,0,3,5,1,-2,0,1,9,1
32,3,1995,0,68,0,1,0,3,2,-1,-2,0,1,10,1
32,3,1995,0,45,0,1,0,6,7,1,1,1,-1,10,1
32,3,1995,0,40,0,0,0,4,8,0,-1,0,0,8,1
32,3,1995,0,58,0,1,0,5,5,-1,0,0,0,10,1
32,3,1995,0,26,1,1,1,5,5,1,1,0,0,10,0
32,3,1995,0,44,0,1,0,6,9,-1,0,0,1,10,1
32,3,1995,0,64,0,0,0,8,8,0,-1,0,1,10,1
32,3,1995,,70,0,1,0,4,7,-1,0,1,1,10,1
32,3,1995,0,22,0,1,0,10,5,0,-1,0,0,10,1
32,3,1995,1,32,0,0,1,8,,0,-2,0,0,9,1
32,3,1995,0,47,0,1,0,7,8,-1,1,0,1,10,1
32,3,1995,0,60,0,1,0,9,8,-1,-1,0,1,10,1
32,3,1995,0,37,1,0,0,5,6,0,0,0,1,10,1
32,3,1995,0,29,0,1,0,5,6,1,-1,0,0,10,0
32,3,1995,0,71,0,1,0,,4,1,1,0,0,10,1
32,3,1995,0,41,0,0,1,4,5,0,0,0,1,10,0
32,3,1995,0,41,0,1,0,5,6,-1,1,0,1,10,0
32,3,1995,0,64,0,1,0,3,,,0,0,1,10,1
32,3,1995,0,53,0,1,0,7,10,1,1,0,0,10,1
32,3,1995,0,24,0,0,0,7,6,0,0,0,1,10,1
32,3,1995,0,63,0,0,0,4,7,-1,1,1,0,10,1
32,3,1995,0,67,0,1,0,6,6,0,-1,1,0,10,1
32,3,1995,0,32,0,0,0,1,,0,1,0,0,10,1
32,3,1995,0,42,0,1,0,10,5,0,0,1,1,10,1
32,3,1995,0,22,0,1,0,1,,,-2,0,0,10,0
32,3,1995,0,24,0,0,1,5,,-1,1,0,0,10,0
32,3,1995,0,75,0,0,0,5,7,-1,0,0,1,9,1
32,3,1995,0,34,0,1,0,7,6,1,0,1,-1,10,0
32,3,1995,0,64,0,1,0,6,4,1,1,0,-1,9,1
32,3,1995,0,45,1,0,0,6,5,1,1,0,1,2,1
32,3,1995,0,59,0,0,0,5,5,0,-1,1,1,10,1
32,3,1995,0,67,0,1,0,1,4,0,1,1,1,10,1
32,3,1995,0,35,0,1,0,1,5,0,0,0,0,10,1
32,3,1995,0,18,0,1,0,6,5,0,0,0,1,10,1
32,3,1995,0,34,0,0,0,6,7,1,-1,0,0,10,1
32,3,1995,0,60,0,0,0,5,5,-1,0,0,1,3,1
32,3,1995,0,45,0,1,0,4,,0,0,1,1,7,0
32,3,1995,0,46,0,0,1,4,5,-1,0,0,0,5,1
32,3,1995,0,62,0,1,0,1,5,-1,-2,0,0,8,1
32,3,1995,0,28,0,0,1,1,5,-1,0,0,0,5,0
32,3,1995,0,41,0,0,1,2,5,0,0,0,0,4,0
32,3,1995,0,33,0,1,0,1,5,0,1,1,0,5,1
32,3,1995,0,63,0,1,0,1,5,0,1,0,0,10,0
32,3,1995,0,34,0,0,1,1,4,0,0,1,0,5,0
32,3,1995,0,64,0,0,0,1,5,-1,1,0,1,1,0
32,3,1995,0,28,0,1,0,1,9,-1,0,0,1,10,1
32,3,1995,0,47,0,0,0,6,7,1,0,1,0,10,0
32,3,1995,0,64,0,1,0,7,6,-1,-2,0,1,10,1
32,3,1995,0,19,0,0,0,5,5,1,1,1,-1,2,1
32,3,1995,0,70,0,0,0,7,5,0,-1,0,1,10,0
32,3,1995,0,45,0,0,1,7,6,1,0,0,1,6,1
32,3,1995,0,36,1,0,0,3,5,1,2,0,0,1,0
32,3,1995,0,61,0,1,0,1,5,0,2,0,1,10,1
32,3,1995,0,29,0,1,0,4,5,-1,0,0,1,10,1
32,3,1995,0,41,0,1,0,1,7,0,-2,0,1,10,1
32,3,1995,0,52,0,1,1,5,5,0,0,0,0,10,0
32,3,1995,0,82,0,1,0,1,,-1,-2,0,1,10,0
32,3,1995,0,25,0,1,0,3,,-1,0,0,0,5,0
32,3,1995,0,35,0,1,0,8,10,0,-1,0,-1,9,1
32,3,1995,0,36,0,0,0,1,5,-1,-2,0,1,10,0
32,3,1995,0,43,0,1,0,5,6,-1,0,0,0,10,0
32,3,1995,0,30,0,1,0,5,5,1,0,0,-1,7,1
32,3,1995,0,36,0,0,0,3,4,0,-1,1,0,10,0
32,3,1995,0,51,0,1,0,5,5,,-1,,1,8,0
32,3,1995,0,70,0,1,0,4,6,-1,-1,0,1,10,
32,3,1995,0,32,0,1,0,1,5,0,0,1,1,4,0
32,3,1995,0,36,0,0,0,4,,-1,-1,0,1,10,0
32,3,1995,0,63,0,1,0,10,5,-1,-1,0,1,10,1
32,3,1995,0,22,0,0,0,4,1,0,0,0,-1,10,1
32,3,1995,0,47,0,1,0,2,5,0,0,,1,8,0
32,3,1995,0,23,0,1,0,2,,-1,1,1,1,5,1
32,3,1995,0,63,0,0,0,7,9,-1,-2,0,1,10,0
32,3,1995,0,76,0,1,0,8,,-1,-1,1,1,10,0
32,3,1995,0,40,0,1,0,4,,0,-1,0,0,6,
32,3,1995,0,34,0,0,0,1,,-1,2,0,0,10,1
32,3,1995,0,47,0,0,0,3,7,0,0,0,1,7,0
32,3,1995,0,65,1,0,0,8,6,0,-1,0,1,10,0
32,3,1995,0,34,0,1,0,7,5,0,1,1,1,5,0
32,3,1995,0,21,0,0,0,7,2,1,2,1,-1,1,0
32,3,1995,0,57,0,1,0,7,8,-1,-1,0,1,10,1
32,3,1995,0,18,0,0,0,6,5,1,1,1,0,8,1
32,3,1995,0,45,0,1,0,4,1,1,2,1,-1,1,0
32,3,1995,0,55,0,0,0,5,5,0,1,0,1,10,0
32,3,1995,0,43,0,0,0,8,5,-1,0,0,1,6,0
32,3,1995,0,29,0,1,0,5,5,0,0,,0,7,0
32,3,1995,0,35,1,1,0,4,5,1,0,0,0,10,0
32,3,1995,0,54,1,0,0,6,5,,1,1,0,10,1
32,3,1995,0,25,0,0,0,5,5,1,1,0,0,10,0
32,3,1995,0,20,0,1,0,5,9,0,2,1,0,10,
32,3,1995,0,75,0,1,1,1,,0,-1,0,0,10,0
32,3,1995,0,40,0,1,0,5,5,0,0,0,1,10,0
32,3,1995,0,74,0,1,0,6,,0,-1,0,1,10,1
32,3,1995,0,21,0,1,0,6,6,1,-1,0,1,10,1
32,3,1995,0,53,0,0,0,5,5,0,0,0,1,10,1
32,3,1995,0,30,0,0,0,3,,1,-1,0,1,8,1
32,4,1999,0,47,0,1,1,1,5,0,1,0,1,10,1
32,4,1999,0,27,1,1,0,5,10,0,1,0,1,10,1
32,4,1999,1,53,0,0,0,,10,1,-2,0,1,10,
32,4,1999,0,40,0,0,0,5,5,0,0,1,1,5,1
32,4,1999,0,24,0,0,0,4,5,0,0,0,0,10,1
32,4,1999,0,50,0,1,0,5,,1,1,1,1,10,1
32,4,1999,0,32,0,1,0,5,6,1,2,1,0,8,1
32,4,1999,0,65,1,0,0,5,8,0,-1,0,0,9,1
32,4,1999,0,23,0,0,0,8,,0,-1,0,0,6,0
32,4,1999,0,35,1,0,0,10,6,1,2,0,0,1,1
32,4,1999,0,49,0,0,0,1,,0,1,0,0,10,1
32,4,1999,0,49,0,1,0,1,,0,0,0,1,10,1
32,4,1999,0,23,0,0,0,3,,0,1,0,0,10,0
32,4,1999,0,64,0,1,0,1,5,1,1,0,1,10,1
32,4,1999,0,28,0,1,1,1,5,0,-1,0,1,10,1
32,4,1999,0,50,0,1,0,8,,-1,0,1,1,10,1
32,4,1999,0,18,0,0,0,3,1,-1,0,0,0,10,0
32,4,1999,0,49,0,1,0,5,5,,0,0,1,10,0
32,4,1999,0,21,0,1,0,,,0,-1,0,1,8,0
32,4,1999,0,39,0,1,0,10,6,-1,0,0,1,10,0
32,4,1999,0,52,0,1,0,10,5,1,1,0,1,10,0
32,4,1999,0,45,1,1,0,6,4,1,2,,1,3,1
32,4,1999,0,51,0,0,0,7,6,-1,0,0,1,5,0
32,4,1999,0,43,1,0,0,8,6,1,2,1,1,7,0
32,4,1999,0,76,0,0,0,8,7,0,2,0,1,10,1
32,4,1999,0,41,0,1,0,2,7,-1,0,1,1,10,0
32,4,1999,0,29,0,1,1,6,5,0,1,0,0,9,0
32,4,1999,0,46,0,0,0,2,,0,0,0,0,4,0
32,4,1999,0,55,0,1,0,2,6,-1,-1,1,1,10,1
32,4,1999,0,60,0,1,0,1,,0,0,0,1,7,1
32,4,1999,0,40,0,0,0,1,5,1,1,0,-1,1,1
32,4,1999,0,52,0,0,1,1,5,0,-1,0,1,10,1
32,4,1999,0,30,0,1,0,5,,0,1,0,,5,0
32,4,1999,0,74,0,1,0,1,,0,-2,0,1,10,1
32,4,1999,0,65,0,1,0,10,,-1,-2,0,1,10,1
32,4,1999,0,24,0,1,0,1,1,-1,-2,0,1,10,1
32,4,1999,0,61,0,1,0,1,,-1,0,0,1,,1
32,4,1999,0,37,0,1,0,6,4,1,1,1,1,10,1
32,4,1999,0,29,0,0,0,4,2,0,2,0,1,6,1
32,4,1999,0,65,0,1,0,3,8,1,2,0,1,9,1
32,4,1999,0,31,0,0,0,9,,1,2,1,1,10,1
32,4,1999,0,21,0,1,0,7,6,1,1,1,0,5,0
32,4,1999,0,49,0,1,0,6,6,1,1,1,-1,,1
32,4,1999,0,50,0,0,1,1,6,1,2,1,0,3,
32,4,1999,0,27,0,1,1,5,5,1,1,0,1,,0
32,4,1999,0,47,0,0,0,6,5,0,0,0,1,10,1
32,4,1999,0,50,0,1,0,8,10,,0,0,1,10,1
32,4,1999,0,45,0,0,0,1,5,1,1,0,1,8,1
32,4,1999,1,27,0,1,0,10,10,0,-1,0,1,10,1
32,4,1999,1,76,1,1,0,10,5,1,0,0,1,10,1
32,4,1999,1,81,0,0,0,10,,-1,0,0,1,10,1
32,4,1999,0,20,0,0,1,5,,1,1,0,1,10,1
32,4,1999,0,40,1,1,0,8,5,1,2,0,0,1,0
32,4,1999,0,68,0,1,0,5,,0,0,0,1,5,1
32,4,1999,0,52,0,1,0,4,6,1,1,,,10,0
32,4,1999,0,84,0,0,0,1,10,-1,-1,1,1,10,0
32,4,1999,0,21,0,0,1,5,,-1,1,1,1,10,1
32,4,1999,0,22,0,1,1,1,3,0,-1,0,-1,10,1
32,4,1999,0,53,0,1,0,6,5,0,-1,0,1,9,1
32,4,1999,0,63,0,1,0,10,5,0,0,0,1,10,1
32,4,1999,0,20,0,0,0,7,5,0,1,0,0,1,0
32,4,1999,0,40,0,1,0,4,,1,2,0,1,2,0
32,4,1999,0,39,1,0,0,10,6,0,-1,1,1,10,1
32,4,1999,0,68,1,0,0,6,5,1,0,0,1,8,1
32,4,1999,0,26,0,0,1,7,5,0,-1,0,1,9,1
32,4,1999,0,63,0,0,0,6,6,0,0,0,1,10,
32,4,1999,0,76,0,1,0,5,6,1,0,,1,10,0
32,4,1999,0,22,0,1,0,7,6,0,1,0,1,6,0
32,4,1999,0,40,0,1,0,6,5,0,-2,0,1,10,0
32,4,1999,0,61,0,1,0,4,6,-1,0,1,1,10,0
32,4,1999,0,36,0,1,0,4,,1,-1,0,0,8,
32,4,1999,0,55,0,1,1,2,6,1,1,0,0,7,1
32,4,1999,0,88,0,0,0,10,4,1,0,1,0,1,
32,4,1999,0,66,0,0,1,4,7,0,0,0,1,10,1
32,4,1999,0,48,1,0,0,4,4,1,2,0,0,3,0
32,4,1999,0,79,0,1,0,5,10,0,0,0,1,10,0
32,4,1999,0,60,0,0,0,1,5,1,1,1,1,10,1
32,4,1999,1,75,0,1,0,3,5,0,-1,0,1,8,1
32,4,1999,0,29,0,0,1,5,10,0,-1,0,0,5,0
32,4,1999,0,62,0,1,0,7,5,0,0,0,0,10,0
32,4,1999,0,65,0,1,0,6,4,1,0,1,-1,10,0
32,4,1999,0,50,0,0,0,10,4,0,-1,0,1,10,1
32,4,1999,0,40,0,0,0,5,5,0,-1,0,1,10,1
32,4,1999,0,62,0,1,0,2,6,1,-1,0,1,10,0
32,4,1999,0,53,1,1,0,5,4,1,2,1,-1,2,0
32,4,1999,0,29,0,1,0,10,5,0,0,0,1,5,
32,4,1999,0,35,0,0,0,6,6,0,-2,1,1,10,1
32,4,1999,0,30,0,0,0,5,6,0,-2,1,1,5,1
32,4,1999,0,67,0,1,0,5,,0,-1,0,1,10,1
32,4,1999,0,49,0,0,0,10,10,0,-2,0,1,10,1
32,4,1999,0,75,0,1,0,8,,0,-1,1,1,10,1
32,4,1999,1,64,0,1,0,3,,-1,-1,0,1,10,1
32,4,1999,1,64,1,0,1,7,5,0,1,0,1,10,0
32,4,1999,0,32,0,1,0,6,5,0,0,0,1,10,0
32,4,1999,1,64,0,0,0,6,7,-1,0,0,0,10,1
32,4,1999,0,23,0,0,0,7,8,0,2,0,0,3,0
32,4,1999,0,48,1,1,0,8,3,0,1,0,-1,3,1
32,4,1999,0,23,0,1,0,6,,0,1,0,0,6,0
32,4,1999,0,29,0,1,0,3,3,,0,0,0,8,1
32,4,1999,0,34,0,1,0,6,1,1,1,0,-1,1,0
32,4,1999,0,55,0,1,1,2,3,1,1,0,-1,10,1
32,4,1999,0,75,0,1,0,10,10,0,0,0,1,10,1
32,4,1999,0,57,0,1,0,8,,1,1,0,0,8,1
32,4,1999,0,22,0,0,0,10,8,1,-1,0,0,10,1
32,4,1999,0,34,0,1,0,7,6,0,1,1,1,8,1
32,4,1999,0,45,0,0,0,5,9,0,2,1,0,7,1
32,4,1999,0,89,0,0,0,7,1,1,2,0,-1,1,1
32,4,1999,0,53,0,1,0,9,5,1,1,0,-1,4,1
32,4,1999,0,86,0,1,0,5,5,1,0,,1,8,0
